"מספר סעיף","שם סעיף","הסבר","שם המשרד"
202703,"שעות תקן בחטיבת הביניים","התקציב מיועד למימון שעות לימוד בחטיבות הביניים.
תקן השעות בחטיבות-הביניים מורכב מסוגי השעות המרכזיים הבאים:
1 . תקן בסיסי – ההקצאה היא לפי תקן לתלמיד ולפי תחשיב של מספר הכיתות הנורמטיביות 
המאושרות בשכבה )ראה טבלה מצורפת(.
כיתות  נורמטיביות – מספר הכיתות מחושב על פי שיבוץ תיאורטי של תלמידי החינוך הרגיל לפי 
שכבה. החישוב של כיתה נורמטיבית הוא כלהלן: סה""כ התלמידים בשכבה מחולק ל-40 ומעוגל 
כלפי מעלה. לדוגמא, בשכבה בת 90 תלמידים קיימות 3 כיתות נורמטיביות.
2 . שעות טיפוח – לפי מדד הטיפוח בחטיבות-הביניים )הסבר על מדד הטיפוח ניתן בתחום 
פעולה 2026(.
3 . שעות מחוז או מאגר מחוזי – מוקצה ישירות למחוז לתגבור והעשרה, קידום תלמידים חלשים 
ותכניות יחודיות.
4 . שעות אחרות.","חינוך"
202704,"שירות עזר בחטיבות-הביניים","התקציב מיועד למימון השתתפות המדינה בשירותי העזר ברשויות המקומיות ובבעלויות החינוך. 
בחטיבות-הביניים מופעל סל שירותי עזר לתלמיד.  עובדים אלה מועסקים על-ידי הרשויות המקומיות 
ובעלויות החינוך.","חינוך"
202705,"הוראת המקצועות - תוכניות","התקציב נועד לממן מתן שיעורי עזר לעולים בשלב החינוך העל יסודי,  תקצוב שעות הוראת ערבית, 
תקצוב שעות להוראת האידיש והצרפתית, מתן מענה טיפולי רפואי ראשוני לתלמידים במוסדות החינוך 
לכל הגילאים ולכל המגזרים וכן השתלמויות, הדרכה ולימודי עזרה ראשונה לכיתות י' לכל המגזרים.","חינוך"
202706,"חינוך טכנולוגי ומדעי - המינהל למדע וטכנולוגיה","התקציב מיועד למימון פעולות מינהל מדע וטכנולוגיה, הצטיידות ותמיכות בחינוך הטכנולוגי. 
מדיניות המשרד בתחומי המדע,  הטכנולוגיה ויישומי המחשב כוללת היערכות פדגוגית וארגונית 
(שתתורגם לרפורמות, תכניות לימוד, חומרי למידה, פרויקטים וניסויים עדכניים), פיתוח תשתית אנושית 
(פיתוח מקצועי של מורים והשתלמותם), טיפוח תשתיות פיזיות (מעבדות למדעים,  טכנולוגיות 
ומחשבים והצטיידותם), וכן הפעלת תכניות ייחודיות (לקידום הישגי תלמידים בתחומי מדע וטכנולוגיה על פי סטנדרטים לאומיים ובינלאומיים, הטמעת נושאים אקטואליים חדשניים ועוד).","חינוך"
202709,"שכר לימוד על-יסודי (חטיבות עליונות) ותמיכה בבתי ספר","התקציב מיועד למימון שכר לימוד בחטיבה העליונה.  ההקצאה של המשרד היא לפי תקן לתלמיד. 
בתשלומי שכר הלימוד בחטיבה העליונה משרד החינוך משתתף בתקציבי הרשויות המקומיות ובעלויות 
החינוך האחרות. תשלומי שכר הלימוד מיועדים בעיקר לתשלומי שכר המורים ע""פ פרופיל המורים, וכן 
לתשלום שכר השרתים,  המזכירים,  עובדי הסיוע ועובדי אחזקה אחרים וכן לרכישת ציוד והוצאות 
אחרות. מערכת החינוך בחטיבה העליונה מופעלת על ידי הרשויות המקומיות ובעלויות חינוך אחרות, 
כגון בעלויות החינוך הטכנולוגיות )אורט,  עמל,  אמי''ת(  וגורמים ציבוריים ופרטיים אחרים,  וממומנת 
בעיקרה על ידי משרד החינוך.
החלת חוק לימוד חובה על כיתות יא'- יב', על פי תיקון 29 לחוק, תתבצע באופן הדרגתי על פני 5 שנים 
תוך מתן דגש על החזרת התלמידים הנושרים למסגרות לימוד מותאמות, בעיקר בהכשרה טכנולוגית. בין 
היתר הדבר ייעשה על ידי שילוב מסגרות חדשניות של נושרים ותלמידים בסיכון לנשירה בתוך מסגרות 
לימוד קיימות. החלת החוק תתבצע בעבודת מטה משותפת עם משרד התמ""ת","חינוך"
202710,"אגף הבחינות","תקצוב לוגיסטיקה של מערכת הבחינות, עריכת הבחינות, עלות משגיחים ומעריכים.
אגף הבחינות מופקד על קיום בחינות הבגרות לסוגיהן בכל המוסדות לחינוך על-יסודי בארץ (הן בפיקוח משרד החינוך והן בפיקוח משרד העבודה) וכן לביצוע בחינות הבגרות לנבחנים חיצוניים (אקסטרנים), 
בחינות להסמכת טכנאים והנדסאים, בחינות לחיילים ולנבחנים השוהים בחו""ל. ","חינוך"
202711,"מלגות ומענקים לתלמידים","תקצוב מלגות לתלמידים בכלל מערכת החינוך, על פי קריטריונים סוציו-אקונומיים. הפעלת מערך הסיוע 
לתלמידים במערכת החינוך מתבצעת על-ידי גוף חיצוני הזוכה במכרז, כאשר מפתח ההקצאה הינו פר-
תלמיד. חישוב תקציב המלגות לבתי הספר, מורכב משכבת הגיל ומדד הטיפוח של כל מוסד וזאת כדי 
לאתר את בתי הספר עם האוכלוסיות הנזקקות ביותר. כמו כן קיימת הקצאה למלגות עפ""י צרכים של 
יחידות המשרד המתבצעות גם הן באמצעות הזכיין במכרז.","חינוך"
202712,"קידום ועידוד החינוך העל-יסודי והעל-תיכוני","התקציב מיועד למימון המכינות והמכללות הקדם אקדמיות והקדם צבאיות.
מטרת הפרויקט הינה סיוע לבוגרי חטיבות-עליונות בהשלמת תעודת בגרות והכנה לקראת לימודים 
אקדמיים.  הזכאות נקבעת על פי קריטריונים של המשרד וכוללת השתתפות בשכר לימוד ו/או מלגת 
קיום. על-פי צרכים מיוחדים של אוכלוסיות שונות, מגדיר המשרד קבוצות מיוחדות כגון עולי אתיופיה, 
בעלי חסך לימודי גבוה וכדומה. הקריטריונים לבחירה ודירוג היקף הסיוע מתבססים על הנתונים הבאים:
1 . רמת הישגים לימודיים.
2 . שירות צבאי.
3 . רקע סוציו-אקונומי.
4 . גיל.
5 . סוג מכינה קדם אקדמית.
6 . רמת ההכנסות של ההורים.
במסגרת הפרויקט מתבצע תכנון, פיקוח, אישור ומעקב אחר הפעלת המכינות לסוגיהן השונים.","חינוך"
2028,"חינוך התיישבותי","התקציב  מיועד למימון אחזקת תלמידים בפנימיות,  תשלום שכר מורים ושכר לימוד בבתי הספר 
שבאחריות החינוך ההתיישבותי, מימון החינוך החקלאי והימי.","חינוך"
2029,"החינוך המוכר שאינו רשמי",,"חינוך"
202908,"החינוך העצמאי","התקציב מיועד למימון פעולות החינוך העצמאי, תשלומי שכר מורים והשתתפות במימון עובדי עזר.
החינוך העצמאי נועד לתת שירות חינוכי ומנהלי לתלמידים הזכאים לכך במוסדותיו על-פי חוקי החינוך. 
החינוך העצמאי מטופל במסגרת האגף הבכיר לחינוך מוכר שאינו רשמי,  המפקח מבחינה פדגוגית 
ומנהלית על מוסדות החינוך העצמאי,  על הנהגת תכנית היסוד בהם,  על תכנון התקציב וביצועו ועל 
הפעלה תקינה של בתי-הספר, בכל הרמות והדרגות. כמו כן המשרד כולל את תלמודי התורה )תת""ים( 
שהם מוסדות ""פטור""  המסונפים מנהלית למרכז החינוך העצמאי,  המפעיל עבורם את הקצאת משאבי 
המשרד למטרות החינוך וההוראה.","חינוך"
202910,"חינוך מוכר","התקציב מיועד למימון החינוך המוכר שאינו רשמי בעיקר תשלומי שכר מורים והשתתפות בעובדי עזר.
החינוך המוכר על מוסדותיו פועל בפריסה ארצית וכפוף להנחיות האגף לחינוך מוכר שאינו רשמי. האגף 
מפקח מבחינה פדגוגית ומנהלית על מוסדות החינוך המוכרים,  על הנהגת מוסדות חינוך יסודיים וגני 
ילדים של מיעוטים.  כמו-כן,  האגף מתקצב ומבצע את תקציבי החינוך המוכר בכל הרמות והדרגות, 
מקיים מערך של מעקב ובקרה על ניהול תקין ועמידה בתנאי הרישוי וההכרה. לאחר שבית הספר הוכר 
על ידי שר החינוך, התלמידים ממלאים את חוק לימוד חובה.
ערך השעה לתלמיד נקבע לפי פרופיל בית הספר,  דהיינו,  רמת המורים,  דרגתם,  ותק והיקף משרה. 
התשלום המועבר בגין התלמידים הוא לפי תחשיב של פרופיל המוסד. מספר השעות כפי שנקבע לכל 
מוסד לפי תקן דיפרנציאלי לתלמיד. חישוב הוותק מתחיל משנה ראשונה עד 30 שנה.","חינוך"
